A1BG	ENSP00000263100
SLC2A4RG	ENSP00000266077
SLC2A5	ENSP00000366641
SLC2A6	ENSP00000360966
SLC2A7	ENSP00000383698
SLC2A8	ENSP00000362469
SLC30A10	ENSP00000355893
SLC30A1	ENSP00000355968
SLC30A2	ENSP00000363394
SLC30A3	ENSP00000233535
SLC30A4	ENSP00000261867
SLC30A5	ENSP00000379836
SLC30A6	ENSP00000368648
SLC30A7	ENSP00000359130
SLC30A8	ENSP00000415011
SLC30A9	ENSP00000264451
SLC31A1	ENSP00000363329
SLC31A2	ENSP00000259392
SLC32A1	ENSP00000217420
SLC33A1	ENSP00000496241
SLC34A1	ENSP00000321424
SLC34A2	ENSP00000371483
SLC34A3	ENSP00000355353
SLC35A1	ENSP00000358565
SLC35A2	ENSP00000416002
SLC35A5	ENSP00000417654
SLC35B1	ENSP00000497423
SLC35B2	ENSP00000377401
SLC35B3	ENSP00000368981
SLC35B4	ENSP00000367770
SLC35C1	ENSP00000313318
SLC35C2	ENSP00000318960
SLC35D1	ENSP00000235345
SLC35D3	ENSP00000333591
SLC35E1	ENSP00000470652
SLC35E2B	ENSP00000481694
SLC35E3	ENSP00000381089
SLC35E4	ENSP00000339626
SLC35F1	ENSP00000353557
SLC35F2	ENSP00000436785
SLC35F3	ENSP00000355577
SLC35F4	ENSP00000342518
SLC35F5	ENSP00000245680
SLC35F6	ENSP00000345528
SLC35G1	ENSP00000400932
SLC35G2	ENSP00000400839
SLC35G3	ENSP00000297307
SLC36A1	ENSP00000428140
SLC36A2	ENSP00000334223
SLC36A3	ENSP00000366942
SLC36A4	ENSP00000317382
SLC37A1	ENSP00000381383
SLC37A2	ENSP00000311833
SLC37A3	ENSP00000321498
SLC37A4	ENSP00000476176
SLC38A10	ENSP00000363891
SLC38A11	ENSP00000387345
SLC38A1	ENSP00000449756
SLC38A2	ENSP00000256689
SLC38A3	ENSP00000481301
SLC38A4	ENSP00000389843
SLC38A5	ENSP00000471683
SLC38A6	ENSP00000346959
SLC38A7	ENSP00000454646
SLC38A8	ENSP00000299709
SLC38A9	ENSP00000380074
SLC39A10	ENSP00000386766
SLC39A11	ENSP00000445829
SLC39A12	ENSP00000366586
SLC39A13	ENSP00000354689
SLC39A14	ENSP00000352779
SLC39A1	ENSP00000348535
SLC39A2	ENSP00000298681
SLC39A3	ENSP00000445345
SLC39A4	ENSP00000301305
SLC39A5	ENSP00000405360
SLC39A6	ENSP00000269187
SLC39A7	ENSP00000363807
SLC39A8	ENSP00000378310
SLC39A9	ENSP00000336887
SLC3A1	ENSP00000260649
SLC3A2	ENSP00000367123
SLC40A1	ENSP00000261024
SLC41A1	ENSP00000356105
SLC41A2	ENSP00000258538
SLC41A3	ENSP00000326070
SLC43A1	ENSP00000278426
SLC43A2	ENSP00000461382
SLC43A3	ENSP00000434515
SLC44A1	ENSP00000433072
SLC44A2	ENSP00000466664
SLC44A3	ENSP00000271227
SLC44A4	ENSP00000229729
SLC44A5	ENSP00000359892
SLC45A1	ENSP00000418096
SLC45A2	ENSP00000296589
SLC45A3	ENSP00000356113
SLC45A4	ENSP00000428137
SLC46A1	ENSP00000480703
SLC46A2	ENSP00000363345
SLC46A3	ENSP00000370192
SLC47A1	ENSP00000378951
SLC47A2	ENSP00000326671
SLC4A10	ENSP00000393066
SLC4A11	ENSP00000369399
SLC4A1AP	ENSP00000323837
SLC4A1	ENSP00000262418
SLC4A2	ENSP00000419412
SLC4A3	ENSP00000273063
SLC4A4	ENSP00000393557
SLC4A5	ENSP00000366861
SLC4A7	ENSP00000390394
SLC4A8	ENSP00000405812
SLC4A9	ENSP00000427661
SLC50A1	ENSP00000357389
SLC51A	ENSP00000296327
SLC51B	ENSP00000335292
SLC52A1	ENSP00000254853
SLC52A2	ENSP00000435820
SLC52A3	ENSP00000494193
SLC5A10	ENSP00000379008
SLC5A11	ENSP00000289932
SLC5A12	ENSP00000379326
SLC5A1	ENSP00000266088
SLC5A2	ENSP00000327943
SLC5A3	ENSP00000370543
SLC5A4	ENSP00000266086
SLC5A5	ENSP00000222248
SLC5A6	ENSP00000310208
SLC5A7	ENSP00000387346
SLC5A8	ENSP00000445340
SLC5A9	ENSP00000236495
SLC6A11	ENSP00000254488
SLC6A14	ENSP00000470801
SLC6A15	ENSP00000266682
SLC6A16	ENSP00000338627
SLC6A17	ENSP00000330199
SLC6A18	ENSP00000323549
SLC6A19	ENSP00000305302
SLC6A1	ENSP00000494469
SLC6A20	ENSP00000346298
SLC6A2	ENSP00000219833
SLC6A3	ENSP00000270349
SLC6A4	ENSP00000385822
SLC6A5	ENSP00000434364
SLC6A6	ENSP00000481625
SLC6A7	ENSP00000428200
SLC6A8	ENSP00000253122
SLC6A9	ENSP00000353791
SLC7A10	ENSP00000253188
SLC7A11	ENSP00000280612
SLC7A13	ENSP00000297524
SLC7A14	ENSP00000231706
SLC7A1	ENSP00000370128
SLC7A2	ENSP00000004531
SLC7A3	ENSP00000363417
SLC7A4	ENSP00000384278
SLC7A5	ENSP00000261622
SLC7A6	ENSP00000219343
SLC7A6OS	ENSP00000263997
SLC7A7	ENSP00000285850
SLC7A8	ENSP00000320378
SLC7A9	ENSP00000464822
SLC8A2	ENSP00000236877
SLC8B1	ENSP00000202831
SLC9A1	ENSP00000263980
SLC9A2	ENSP00000233969
SLC9A3	ENSP00000495903
SLC9A3R1	ENSP00000262613
SLC9A3R2	ENSP00000408005
SLC9A4	ENSP00000295269
SLC9A5	ENSP00000299798
SLC9A6	ENSP00000359729
SLC9A7	ENSP00000480916
SLC9A8	ENSP00000416418
SLC9B1	ENSP00000296422
SLC9B2	ENSP00000354574
SLC9C1	ENSP00000306627
SLC9C2	ENSP00000356687
SLCO1A2	ENSP00000305974
SLCO1B1	ENSP00000256958
SLCO1B3	ENSP00000370956
SLCO1C1	ENSP00000444149
SLCO2A1	ENSP00000311291
SLCO2B1	ENSP00000289575
SLCO3A1	ENSP00000320634
SLCO4A1	ENSP00000359538
SLCO4C1	ENSP00000309741
SLCO5A1	ENSP00000260126
SLCO6A1	ENSP00000421339
SLF1	ENSP00000265140
SLF2	ENSP00000359292
SLFN11	ENSP00000312402
SLFN13	ENSP00000285013
SLFN14	ENSP00000391101
SLFN5	ENSP00000299977
SLFNL1	ENSP00000304401
SLIT1	ENSP00000266058
SLIT2	ENSP00000273739
SLIT3	ENSP00000332164
SLITRK1	ENSP00000366288
SLITRK2	ENSP00000334374
SLITRK3	ENSP00000420091
SLITRK4	ENSP00000336627
SLITRK5	ENSP00000366283
SLITRK6	ENSP00000495507
SLK	ENSP00000358770
SLMAP	ENSP00000499458
SLPI	ENSP00000342082
SLTM	ENSP00000369887
SLU7	ENSP00000297151
SLURP1	ENSP00000246515
SLX1B	ENSP00000328940
SLX4	ENSP00000294008
SLX4IP	ENSP00000335557
SMAD1	ENSP00000305769
SMAD2	ENSP00000262160
SMAD3	ENSP00000332973
SMAD4	ENSP00000381452
SMAD5	ENSP00000441954
SMAD6	ENSP00000288840
SMAD7	ENSP00000262158
SMAD9	ENSP00000382216
SMAGP	ENSP00000475068
SMAP1	ENSP00000359484
SMAP2	ENSP00000361803
SMARCA1	ENSP00000360162
SMARCA2	ENSP00000265773
SMARCA4	ENSP00000414727
SMARCA5	ENSP00000283131
SMARCAD1	ENSP00000351947
SMARCAL1	ENSP00000349823
SMARCB1	ENSP00000340883
SMARCC1	ENSP00000254480
SMARCC2	ENSP00000449396
SMARCD1	ENSP00000378414
SMARCD2	ENSP00000392617
SMARCD3	ENSP00000262188
SMARCE1	ENSP00000323967
SMC1A	ENSP00000323421
SMC1B	ENSP00000350036
SMC2	ENSP00000363925
SMC3	ENSP00000354720
SMC4	ENSP00000349961
SMC5	ENSP00000354957
SMC6	ENSP00000404092
SMCHD1	ENSP00000326603
SMCO1	ENSP00000380671
SMCO2	ENSP00000441688
SMCO3	ENSP00000381895
SMCP	ENSP00000357754
SMCR8	ENSP00000385025
SMDT1	ENSP00000327467
SMG1	ENSP00000402515
SMG5	ENSP00000355261
SMG6	ENSP00000263073
SMG7	ENSP00000425133
SMG8	ENSP00000438748
SMG9	ENSP00000270066
SMIM13	ENSP00000451866
SMIM14	ENSP00000295958
SMIM17	ENSP00000471126
SMIM19	ENSP00000391549
SMIM1	ENSP00000457386
SMIM22	ENSP00000465021
SMIM23	ENSP00000430818
SMIM24	ENSP00000215531
SMIM4	ENSP00000417806
SMIM5	ENSP00000364363
SMIM7	ENSP00000437332
SMIM8	ENSP00000477133
SMIM9	ENSP00000358542
SMLR1	ENSP00000456026
SMN2	ENSP00000370119
SMNDC1	ENSP00000358616
SMOC1	ENSP00000355110
SMOC2	ENSP00000346537
SMO	ENSP00000249373
SMOX	ENSP00000478305
SMPD1	ENSP00000340409
SMPD2	ENSP00000258052
SMPD3	ENSP00000219334
SMPD4	ENSP00000386531
SMPDL3A	ENSP00000357425
SMPDL3B	ENSP00000363001
SMPX	ENSP00000368808
SMS	ENSP00000385746
SMTN	ENSP00000484398
SMTNL1	ENSP00000432651
SMTNL2	ENSP00000373964
SMU1	ENSP00000380336
SMUG1	ENSP00000424191
SMURF1	ENSP00000354621
SMURF2	ENSP00000262435
SMYD1	ENSP00000393453
SMYD2	ENSP00000355924
SMYD3	ENSP00000419184
SMYD4	ENSP00000304360
SMYD5	ENSP00000374152
SNAI1	ENSP00000244050
SNAI2	ENSP00000020945
SNAI3	ENSP00000327968
SNAP23	ENSP00000249647
SNAP25	ENSP00000254976
SNAP29	ENSP00000215730
SNAP47	ENSP00000355721
SNAP91	ENSP00000358708
SNAPC1	ENSP00000216294
SNAPC2	ENSP00000221573
SNAPC3	ENSP00000370200
SNAPC4	ENSP00000298532
SNAPC5	ENSP00000457892
SNAPIN	ENSP00000357674
SNCA	ENSP00000338345
SNCAIP	ENSP00000261367
SNCB	ENSP00000308057
SND1	ENSP00000346762
SNED1	ENSP00000308893
SNF8	ENSP00000421380
SNIP1	ENSP00000296215
SNPH	ENSP00000371291
SNRK	ENSP00000401246
SNRNP200	ENSP00000317123
SNRNP25	ENSP00000372482
SNRNP27	ENSP00000386608
SNRNP35	ENSP00000403310
SNRNP40	ENSP00000263694
SNRNP48	ENSP00000339834
SNRNP70	ENSP00000472998
SNRPA1	ENSP00000254193
SNRPA	ENSP00000243563
SNRPB2	ENSP00000367178
SNRPB	ENSP00000412566
SNRPD1	ENSP00000300413
SNRPD2	ENSP00000342374
SNRPD3	ENSP00000215829
SNRPF	ENSP00000447127
SNRPG	ENSP00000393388
SNRPN	ENSP00000452342
SNTA1	ENSP00000217381
SNTB2	ENSP00000338191
SNTG1	ENSP00000429276
SNTG2	ENSP00000311837
SNU13	ENSP00000498157
SNUPN	ENSP00000456224
SNURF	ENSP00000463201
SNW1	ENSP00000451129
SNX10	ENSP00000343709
SNX11	ENSP00000377059
SNX12	ENSP00000483613
SNX13	ENSP00000398789
SNX14	ENSP00000313121
SNX15	ENSP00000366452
SNX16	ENSP00000322652
SNX17	ENSP00000233575
SNX18	ENSP00000342276
SNX19	ENSP00000265909
SNX1	ENSP00000261889
SNX20	ENSP00000332062
SNX21	ENSP00000418593
SNX22	ENSP00000323435
SNX24	ENSP00000378837
SNX25	ENSP00000498676
SNX27	ENSP00000400333
SNX29	ENSP00000456480
SNX30	ENSP00000363349
SNX31	ENSP00000312368
SNX32	ENSP00000310620
SNX33	ENSP00000311427
SNX3	ENSP00000230085
SNX4	ENSP00000251775
SNX5	ENSP00000366988
SNX6	ENSP00000498872
SNX7	ENSP00000304429
SNX8	ENSP00000222990
SNX9	ENSP00000376024
SOAT1	ENSP00000356591
SOAT2	ENSP00000301466
SOCS1	ENSP00000329418
SOCS2	ENSP00000339428
SOCS3	ENSP00000330341
SOCS4	ENSP00000378855
SOCS5	ENSP00000305133
SOCS6	ENSP00000381034
SOCS7	ENSP00000482229
SOD1	ENSP00000270142
SOD3	ENSP00000371554
SOGA1	ENSP00000237536
SOHLH1	ENSP00000404438
SON	ENSP00000348984
SORBS1	ENSP00000475901
SORBS2	ENSP00000347852
SORBS3	ENSP00000240123
SORCS1	ENSP00000263054
SORCS2	ENSP00000422185
SORCS3	ENSP00000358715
SORD	ENSP00000267814
SORL1	ENSP00000260197
SOS1	ENSP00000387784
SOS2	ENSP00000216373
SOSTDC1	ENSP00000379889
SOST	ENSP00000301691
SOWAHA	ENSP00000367965
SOWAHB	ENSP00000334879
SOWAHC	ENSP00000365830
SOWAHD	ENSP00000340975
SOX10	ENSP00000380093
SOX11	ENSP00000322568
SOX12	ENSP00000347646
SOX13	ENSP00000356172
SOX14	ENSP00000305343
SOX15	ENSP00000439311
SOX17	ENSP00000297316
SOX18	ENSP00000341815
SOX2	ENSP00000323588
SOX30	ENSP00000265007
SOX3	ENSP00000359567
SOX4	ENSP00000244745
SOX6	ENSP00000433233
SOX8	ENSP00000293894
SOX9	ENSP00000245479
SP140	ENSP00000375899
SP1	ENSP00000329357
SP2	ENSP00000365931
SP3	ENSP00000310301
SP4	ENSP00000222584
SP5	ENSP00000364430
SP6	ENSP00000340799
SP8	ENSP00000408792
SP9	ENSP00000378418
SPA17	ENSP00000227135
SPACA1	ENSP00000237201
SPACA3	ENSP00000269053
SPACA4	ENSP00000312774
SPACA5	ENSP00000366139
SPACA6	ENSP00000490829
SPACA7	ENSP00000283550
SPACA9	ENSP00000361209
SPAG11B	ENSP00000381480
SPAG16	ENSP00000332592
SPAG17	ENSP00000337804
SPAG1	ENSP00000373450
SPAG4	ENSP00000363391
SPAG5	ENSP00000323300
SPAG6	ENSP00000365811
SPAG7	ENSP00000206020
SPAG8	ENSP00000340982
SPAG9	ENSP00000262013
SPAM1	ENSP00000345849
SPANXN2	ENSP00000470584
SPANXN4	ENSP00000359535
SPARC	ENSP00000231061
SPARCL1	ENSP00000282470
SPAST	ENSP00000320885
SPATA13	ENSP00000398560
SPATA16	ENSP00000341765
SPATA17	ENSP00000355900
SPATA18	ENSP00000295213
SPATA19	ENSP00000299140
SPATA1	ENSP00000492019
SPATA20	ENSP00000006658
SPATA21	ENSP00000335612
SPATA22	ENSP00000380354
SPATA25	ENSP00000361597
SPATA2	ENSP00000289431
SPATA2L	ENSP00000289805
SPATA31A1	ENSP00000498856
SPATA31D1	ENSP00000341988
SPATA31E1	ENSP00000322640
SPATA32	ENSP00000331532
SPATA33	ENSP00000462996
SPATA3	ENSP00000494655
SPATA4	ENSP00000280191
SPATA5	ENSP00000274008
SPATA5L1	ENSP00000305494
SPATA6	ENSP00000360913
SPATA6L	ENSP00000418458
SPATA7	ENSP00000377176
SPATA9	ENSP00000325491
SPATC1	ENSP00000366690
SPATC1L	ENSP00000291672
SPATS1	ENSP00000424400
SPATS2	ENSP00000448228
SPATS2L	ENSP00000482515
SPC24	ENSP00000465075
SPC25	ENSP00000282074
SPCS1	ENSP00000233025
SPCS2	ENSP00000436759
SPCS3	ENSP00000427463
SPDEF	ENSP00000363149
SPDL1	ENSP00000265295
SPDYA	ENSP00000368898
SPDYC	ENSP00000366390
SPDYE4	ENSP00000329522
SPECC1	ENSP00000378898
SPECC1L	ENSP00000499052
SPEF1	ENSP00000369080
SPEF2	ENSP00000490886
SPEG	ENSP00000311684
SPEM1	ENSP00000315554
SPEN	ENSP00000364912
SPERT	ENSP00000309189
SPESP1	ENSP00000312284
SPG11	ENSP00000261866
SPG21	ENSP00000204566
SPG7	ENSP00000493590
SPHK1	ENSP00000313681
SPHK2	ENSP00000472983
SPHKAP	ENSP00000375909
SPI1	ENSP00000227163
SPIB	ENSP00000471921
SPICE1	ENSP00000295872
SPIC	ENSP00000448580
SPIDR	ENSP00000297423
SPIN1	ENSP00000365019
SPIN2B	ENSP00000275988
SPIN3	ENSP00000364054
SPIN4	ENSP00000364018
SPINK13	ENSP00000421048
SPINK14	ENSP00000349459
SPINK1	ENSP00000296695
SPINK2	ENSP00000425961
SPINK4	ENSP00000369048
SPINK5	ENSP00000352936
SPINK6	ENSP00000324870
SPINK7	ENSP00000274565
SPINK8	ENSP00000407497
SPINK9	ENSP00000427240
SPINT1	ENSP00000342098
SPINT2	ENSP00000301244
SPINT3	ENSP00000217428
SPINT4	ENSP00000279058
SPIRE1	ENSP00000387266
SPIRE2	ENSP00000367494
SPN	ENSP00000378787
SPNS1	ENSP00000454360
SPNS2	ENSP00000333292
SPNS3	ENSP00000347721
SPO11	ENSP00000360310
SPOCD1	ENSP00000353670
SPOCK1	ENSP00000378401
SPOCK2	ENSP00000362201
SPOCK3	ENSP00000349677
SPON1	ENSP00000460236
SPON2	ENSP00000290902
SPOP	ENSP00000425905
SPOPL	ENSP00000280098
SPOUT1	ENSP00000354812
SPP1	ENSP00000378517
SPP2	ENSP00000362466
SPPL2B	ENSP00000478298
SPPL2C	ENSP00000332488
SPPL3	ENSP00000288680
SPRED1	ENSP00000299084
SPRED2	ENSP00000348753
SPRED3	ENSP00000467540
SPR	ENSP00000234454
SPRN	ENSP00000433712
SPRR3	ENSP00000295367
SPRTN	ENSP00000295050
SPRY1	ENSP00000343785
SPRY2	ENSP00000366306
SPRY3	ENSP00000302978
SPRY4	ENSP00000344967
SPRYD3	ENSP00000449452
SPRYD4	ENSP00000338034
SPRYD7	ENSP00000354774
SPSB1	ENSP00000330221
SPSB3	ENSP00000457206
SPSB4	ENSP00000311609
SPTA1	ENSP00000495214
SPTAN1	ENSP00000487444
SPTB	ENSP00000495909
SPTBN1	ENSP00000479037
SPTBN2	ENSP00000432568
SPTBN4	ENSP00000263373
SPTBN5	ENSP00000317790
SPTLC1	ENSP00000262554
SPTLC2	ENSP00000216484
SPTLC3	ENSP00000381968
SPTSSA	ENSP00000298130
SPTY2D1	ENSP00000337991
SPX	ENSP00000256969
SPZ1	ENSP00000369611
SQLE	ENSP00000265896
SQSTM1	ENSP00000374455
SRA1	ENSP00000337513
SRBD1	ENSP00000263736
SRCAP	ENSP00000262518
SRC	ENSP00000362659
SRCIN1	ENSP00000483931
SRD5A1	ENSP00000274192
SRD5A2	ENSP00000477587
SRD5A3	ENSP00000264228
SREBF1	ENSP00000348069
SREBF2	ENSP00000354476
SREK1	ENSP00000334538
SRFBP1	ENSP00000341324
SRF	ENSP00000265354
SRGAP1	ENSP00000347198
SRGAP2	ENSP00000459615
SRGAP3	ENSP00000373347
SRGN	ENSP00000242465
SRM	ENSP00000366156
SRP19	ENSP00000424870
SRP54	ENSP00000451818
SRP68	ENSP00000312066
SRP72	ENSP00000495128
SRP9	ENSP00000305230
SRPK1	ENSP00000362931
SRPK2	ENSP00000377262
SRPRA	ENSP00000328023
SRPX2	ENSP00000362095
SRPX	ENSP00000367794
SRRD	ENSP00000215917
SRR	ENSP00000339435
SRRM1	ENSP00000363510
SRRM2	ENSP00000301740
SRRM3	ENSP00000480851
SRRM4	ENSP00000267260
SRRM5	ENSP00000476253
SRRT	ENSP00000480421
SRSF10	ENSP00000420195
SRSF11	ENSP00000359988
SRSF12	ENSP00000414302
SRSF1	ENSP00000463042
SRSF4	ENSP00000362900
SRSF5	ENSP00000452123
SRSF6	ENSP00000244020
SRSF7	ENSP00000325905
SRSF9	ENSP00000229390
SRXN1	ENSP00000371388
SS18	ENSP00000414516
SS18L1	ENSP00000333012
SS18L2	ENSP00000401115
SSB	ENSP00000260956
SSBP4	ENSP00000270061
SSC4D	ENSP00000275560
SSC5D	ENSP00000374274
SSH1	ENSP00000315713
SSH2	ENSP00000444743
SSH3	ENSP00000312081
SSMEM1	ENSP00000297819
SSPN	ENSP00000242729
SSR1	ENSP00000418617
SSR2	ENSP00000295702
SSR3	ENSP00000420641
SSR4	ENSP00000317331
SSRP1	ENSP00000278412
SST	ENSP00000287641
SSTR1	ENSP00000267377
SSTR2	ENSP00000350198
SSTR3	ENSP00000480971
SSTR4	ENSP00000255008
SSTR5	ENSP00000293897
SSU72	ENSP00000291386
SSUH2	ENSP00000439378
SSX2IP	ENSP00000340279
SSX3	ENSP00000480427
ST13	ENSP00000216218
ST14	ENSP00000278742
ST18	ENSP00000276480
ST3GAL1	ENSP00000428540
ST3GAL2	ENSP00000377257
ST3GAL3	ENSP00000496350
ST3GAL4	ENSP00000348451
ST3GAL5	ENSP00000492098
ST3GAL6	ENSP00000480884
ST5	ENSP00000433528
ST6GAL1	ENSP00000169298
ST6GAL2	ENSP00000355273
ST6GALNAC1	ENSP00000156626
ST6GALNAC2	ENSP00000225276
ST6GALNAC4	ENSP00000336733
ST6GALNAC5	ENSP00000417583
ST6GALNAC6	ENSP00000362235
ST7	ENSP00000265437
ST7L	ENSP00000350734
ST8SIA1	ENSP00000379353
ST8SIA2	ENSP00000268164
ST8SIA3	ENSP00000320431
ST8SIA4	ENSP00000231461
ST8SIA5	ENSP00000445492
ST8SIA6	ENSP00000366827
STAB1	ENSP00000312946
STAB2	ENSP00000373539
STAC2	ENSP00000327509
STAC3	ENSP00000329200
STAC	ENSP00000273183
STAG1	ENSP00000372689
STAG2	ENSP00000218089
STAG3	ENSP00000477973
STAM2	ENSP00000263904
STAMBP	ENSP00000386548
STAMBPL1	ENSP00000360995
STAM	ENSP00000366746
STAP1	ENSP00000265404
STARD10	ENSP00000438792
STARD13	ENSP00000338785
STARD3	ENSP00000463613
STARD3NL	ENSP00000009041
STARD4	ENSP00000296632
STARD5	ENSP00000304032
STARD6	ENSP00000462349
STARD7	ENSP00000338030
STARD8	ENSP00000363727
STAR	ENSP00000276449
STAT1	ENSP00000354394
STAT2	ENSP00000315768
STAT3	ENSP00000264657
STAT4	ENSP00000351255
STAT5A	ENSP00000341208
STAT5B	ENSP00000293328
STAT6	ENSP00000451546
STAU1	ENSP00000360922
STAU2	ENSP00000428756
STBD1	ENSP00000237642
STC1	ENSP00000290271
STC2	ENSP00000265087
STEAP1	ENSP00000297205
STEAP2	ENSP00000287908
STEAP3	ENSP00000376822
STEAP4	ENSP00000369419
STIL	ENSP00000360944
STIM1	ENSP00000478059
STIP1	ENSP00000351646
STK10	ENSP00000176763
STK11	ENSP00000324856
STK11IP	ENSP00000389383
STK16	ENSP00000387156
STK17A	ENSP00000319192
STK17B	ENSP00000263955
STK19	ENSP00000364482
STK24	ENSP00000365730
STK25	ENSP00000325748
STK26	ENSP00000418753
STK31	ENSP00000348132
STK32A	ENSP00000381535
STK32B	ENSP00000282908
STK32C	ENSP00000298630
STK33	ENSP00000416750
STK35	ENSP00000370891
STK36	ENSP00000295709
STK38	ENSP00000229812
STK38L	ENSP00000373684
STK39	ENSP00000348278
STK3	ENSP00000429744
STK40	ENSP00000362222
STK4	ENSP00000361892
STKLD1	ENSP00000361025
STMN1	ENSP00000410452
STMN2	ENSP00000220876
STMN3	ENSP00000359070
STMN4	ENSP00000430389
STMND1	ENSP00000455698
STN1	ENSP00000224950
STOM	ENSP00000286713
STOML1	ENSP00000442478
STOML2	ENSP00000348886
STOML3	ENSP00000368952
STON1-GTF2A1L	ENSP00000385499
STON2	ENSP00000498075
STOX1	ENSP00000494558
STOX2	ENSP00000311257
STPG1	ENSP00000363530
STPG2	ENSP00000295268
STPG3	ENSP00000373583
STRA6	ENSP00000456609
STRA8	ENSP00000499386
STRADA	ENSP00000336655
STRADB	ENSP00000194530
STRAP	ENSP00000025399
STRBP	ENSP00000321347
STRC	ENSP00000401513
STRIP1	ENSP00000358810
STRIP2	ENSP00000249344
STRN3	ENSP00000350071
STRN4	ENSP00000375777
STRN	ENSP00000263918
STS	ENSP00000499472
STT3A	ENSP00000376472
STT3B	ENSP00000295770
STUB1	ENSP00000219548
STUM	ENSP00000355752
STX10	ENSP00000466298
STX11	ENSP00000356540
STX12	ENSP00000363054
STX16-NPEPL1	ENSP00000457522
STX17	ENSP00000259400
STX18	ENSP00000305810
STX19	ENSP00000320679
STX1A	ENSP00000222812
STX1B	ENSP00000215095
STX3	ENSP00000338562
STX4	ENSP00000317714
STX5	ENSP00000294179
STX6	ENSP00000258301
STX7	ENSP00000356918
STX8	ENSP00000305255
STXBP1	ENSP00000362399
STXBP2	ENSP00000413606
STXBP3	ENSP00000359025
STXBP4	ENSP00000365530
STXBP5	ENSP00000321826
STXBP5L	ENSP00000273666
STXBP6	ENSP00000379928
STYK1	ENSP00000075503
STYXL1	ENSP00000352726
SUB1	ENSP00000422078
SUCLA2	ENSP00000495664
SUCLG1	ENSP00000377446
SUCLG2	ENSP00000419325
SUCO	ENSP00000356696
SUDS3	ENSP00000443988
SUFU	ENSP00000358918
SUGCT	ENSP00000486291
SUGP1	ENSP00000247001
SUGP2	ENSP00000472914
SUGT1	ENSP00000367208
SULF1	ENSP00000403040
SULF2	ENSP00000353007
SULT1A1	ENSP00000457912
SULT1A4	ENSP00000456834
SULT1B1	ENSP00000308770
SULT1C2	ENSP00000399651
SULT1C3	ENSP00000333310
SULT1C4	ENSP00000272452
SULT1E1	ENSP00000226444
SULT2A1	ENSP00000222002
SULT2B1	ENSP00000201586
SULT4A1	ENSP00000332565
SULT6B1	ENSP00000444081
SUMF1	ENSP00000404384
SUMF2	ENSP00000498402
SUMO1	ENSP00000387204
SUMO2	ENSP00000405965
SUN1	ENSP00000384116
SUN2	ENSP00000385616
SUN3	ENSP00000297325
SUN5	ENSP00000348496
SUOX	ENSP00000348440
SUPT16H	ENSP00000216297
SUPT20H	ENSP00000417510
SUPT3H	ENSP00000360515
SUPT5H	ENSP00000470252
SUPT6H	ENSP00000319104
SUPT7L	ENSP00000336750
SUPV3L1	ENSP00000352678
SURF1	ENSP00000361042
SURF2	ENSP00000361032
SURF4	ENSP00000361057
SURF6	ENSP00000361092
SUSD1	ENSP00000363382
SUSD3	ENSP00000364621
SUSD4	ENSP00000344219
SUSD5	ENSP00000308727
SUSD6	ENSP00000344424
SUV39H1	ENSP00000337976
SUV39H2	ENSP00000346997
SUZ12	ENSP00000316578
SV2A	ENSP00000358142
SV2B	ENSP00000377779
SV2C	ENSP00000423541
SVBP	ENSP00000361600
SVEP1	ENSP00000384917
SVIP	ENSP00000346130
SVOP	ENSP00000479104
SVOPL	ENSP00000405482
SWAP70	ENSP00000315630
SWI5	ENSP00000316609
SWSAP1	ENSP00000310008
SWT1	ENSP00000356471
SYAP1	ENSP00000369500
SYBU	ENSP00000415654
SYCE1	ENSP00000341282
SYCE1L	ENSP00000367911
SYCE2	ENSP00000293695
SYCE3	ENSP00000385480
SYCP1	ENSP00000358535
SYCP2	ENSP00000350162
SYCP2L	ENSP00000283141
SYCP3	ENSP00000266743
SYDE1	ENSP00000341489
SYDE2	ENSP00000340594
SYF2	ENSP00000236273
SYK	ENSP00000364907
SYMPK	ENSP00000245934
SYN1	ENSP00000295987
SYN2	ENSP00000480050
SYN3	ENSP00000351614
SYNC	ENSP00000386439
SYNCRIP	ENSP00000358635
SYNDIG1	ENSP00000366058
SYNDIG1L	ENSP00000450439
SYNE2	ENSP00000350719
SYNE3	ENSP00000334308
SYNE4	ENSP00000316130
SYNGAP1	ENSP00000496007
SYNGR1	ENSP00000332287
SYNGR2	ENSP00000467600
SYNGR3	ENSP00000248121
SYNGR4	ENSP00000344041
SYNJ1	ENSP00000409667
SYNJ2BP-COX16	ENSP00000482133
SYNJ2	ENSP00000347792
SYNM	ENSP00000336775
SYNPO2	ENSP00000306015
SYNPO2L	ENSP00000378289
SYNPO	ENSP00000377789
SYNPR	ENSP00000418994
SYNRG	ENSP00000483453
SYP	ENSP00000263233
SYPL1	ENSP00000011473
SYPL2	ENSP00000358888
SYS1	ENSP00000361812
SYT10	ENSP00000228567
SYT11	ENSP00000357307
SYT12	ENSP00000377520
SYT13	ENSP00000020926
SYT14	ENSP00000489897
SYT16	ENSP00000478637
SYT17	ENSP00000347538
SYT1	ENSP00000376932
SYT2	ENSP00000356236
SYT3	ENSP00000340914
SYT4	ENSP00000255224
SYT5	ENSP00000346265
SYT6	ENSP00000493062
SYT7	ENSP00000439694
